id_do_not_translate,original_text,translation
CMSNTextWelcomePart2_default.text,"""Anything else I can do for you?""",
CMSNTextChangeMind_default.text,"""Yes, not everyone has it in them to uphold the values of $theFaction to such a high standard. No shame in it.

Anything else I can do for you?""",
CMSNResignAskToConfirm_default.text,"""Are you sure? $TheFaction needs people it can rely on, and turning your back like this won't be easily forgotten.""",
CMSNResignConfirmed_default.text,"""I can see there's no changing your mind. Well, at least you had the courtesy to tender your resignation in person.""",
CMSNResignCancelled_default.text,"""A good decision. We can use people like you.""",
CMSNTextRejectHostile_luddic.text,"""Is this some kind of joke? If you are truly whom you claim to be, you've been condemned in multiple writs by the Most Holy Presbyteriat.""",
CMSNTextHasOther_luddic.text,"""You're already commissioned by $theOtherCommissionFaction. The heart holds but one faith; until you resign that commission, it would be quite unthinkable to be commissioned by the Church.""",
CMSNTextUnsuited_luddic.text,"""I am sorry, but you are not worthy of receiving a commission from the Church.""",
CMSNTextSuitedPart1_luddic.text,"""Hmm, yes, you have proven your faith through good works.

Accepting a commission is a serious matter. You will be required to fight enemies of the Church wherever they may be found; to uphold the Eleven Virtues; to condemn and abhor vice.

Your commission may be resigned at any time, though it would be a very poor sign of faith in the Church. And in terms of worldly matters, it would be considered a black mark indeed by Ludd's faithful.""",
CMSNTextSuitedPart2_luddic.text,"""Will you accept this righteous mantle with the blessings of Ludd?""",
CMSNTextWelcomePart1_luddic.text,"""Praise be to the spirit of the stars! I am blessed to be the first to welcome you to this righteous service.""",
CMSNTextWelcomePart2_luddic.text,"""I shall not detain you from your holy work, but please do not hesitate to ask if there is anything I can do for you.""",
CMSNTextChangeMind_luddic.text,"""Indeed, not everyone is called to walk this path, beset as it is by violence, temptation, and hardship. Be not shamed to find a humbler path toward the spiritual love the Blessed Ludd has brought to our unworthy souls.   

Let me set aside the glorious and terrible to ask if there is anything else I can do for you?""",
CMSNResignAskToConfirm_luddic.text,"""Are you sure, child of Earth? The Church of Galactic Redemption is the worldly expression of Ludd's holy teachings, the only path to salvation not only of your own soul, but the means by which all humanity may raise itself from the scourge of collective sin.

I cannot sit in judgment of your soul; the spiritual consequence of your choice is between you and the Divine. But the faithful are but women and men of these fallen worlds, and they may see in you one who has turned their back on the path of the Blessed Ludd. You would be scorned by the Faithful.""",
CMSNResignConfirmed_luddic.text,"""I can see there's no changing your mind. Be wary of the path you tread, but remember that Ludd loved even those who were betrayers in that final day.""",
CMSNResignCancelled_luddic.text,"""A wise choice. Our spirits are tested in this work we do, and sometimes our faith falters. But remember always that the light of Ludd illuminates the righteous path, however dim it may seem in times of great difficulty.""",
CMSNTextRejectHostile_hegemony.text,"""Is this some kind of joke, citizen? If you are who you are claiming to be, you'd be on several top-level Ministry wanted lists. In fact, I'm going to have to report this entire conversation to Hegemony COMSEC.""",
CMSNTextHasOther_hegemony.text,"""You're already commissioned by $theOtherCommissionFaction. I don't know if loyalty means anything to you, citizen, but it is a core pillar of our values. You would have to resign that commission before you'd even be considered for commission as an Auxiliary by the Hegemony.""",
CMSNTextUnsuited_hegemony.text,"""You do not meet the criteria for receiving a commission, citizen.""",
CMSNTextSuitedPart1_hegemony.text,"""Hmm, Fleet Intelligence has been watching you for some time it seems, and it says here that you clear the checks.

Accepting a commission with the Hegemony is a serious matter, citizen. You will be required to fight enemies of the Hegemony and assist in upholding law and order where the official apparatus cannot reach. Above all, you will dedicate yourself to fighting for the restoration of the Domain over human space.

I must inform you that you have the right to resign your commission at any time. And while there have been honorable circumstances for resignation in the past, between us, let me add that doing so would be considered highly suspicious by Fleet Intelligence, to say nothing of what the loyal Hegemony officer corps would think.",
CMSNTextSuitedPart2_hegemony.text,"""By the power invested in me by the office of the High Hegemon, I offer you commission as Auxiliary to the Hegemony Navy. Do you wish to sign on?""",
CMSNTextWelcomePart1_hegemony.text,"""Excellent! Welcome to the service.""",
CMSNTextWelcomePart2_hegemony.text,"""Is there anything else I can do for you, citizen?""",
CMSNTextChangeMind_hegemony.text,"""Yes, not everyone has the strength of character to uphold the values of the Hegemony to the standards that are required. The Sector has need of merchants and shuttle pilots, after all. Those are also honorable careers in their own small way.

Anything else I can do for you?""",
CMSNResignAskToConfirm_hegemony.text,"""Do you affirm to that, citizen, and agree that your recorded affirmation stand as record of your commitment? The Hegemony needs people it can rely on, and if you were to let us down it would not soon be forgotten.""",
CMSNResignConfirmed_hegemony.text,"""I see. At least you were brave enough to tender your resignation in person.""",
CMSNResignCancelled_hegemony.text,"""A good decision. Despite what dissident agitprop may claim, the Hegemony does not ask blind obedience. It takes courage to first question then choose to reaffirm a commitment. We can use people like you in this troubled age.""",
CMSNTextRejectHostile_tritachyon.text,"""I'm surprised you initiated comms at all because not a few high-level directors have put personal bounties on a verified holo of your destruction. Not all enmity can be bought off, it seems. A bit of free advice: E-burn from this volume immediately.""",
CMSNTextHasOther_tritachyon.text,"""You're already commissioned by $theOtherCommissionFaction. Due to the nature of the standard Tri-Tachyon non-compete agreement, you would be required to resign that commission before you could sign on with Tri-Tachyon. Please return when your outstanding obligations are dissolved.""",
CMSNTextUnsuited_tritachyon.text,"""I'm afraid that our human capital department reports that you simply don't meet the standards we expect from commissioned contractors at this time.""",
CMSNTextSuitedPart1_tritachyon.text,"""Hmm, yes, your resume is impressive. Our human capital department has been watching you for some time now.

Now understand that signing this commission contract with the Tri-Tachyon Corporation (and associated subsidiary incorporations) is a serious commitment. You will undertake that risk involved in fighting Company-designated belligerents be they pirates, anti-market agitators, or various state entities which engage in illegitimate search and seizure of Company property.

You'll be able to resign your commission at any time without financial penalty; generous terms indeed in my opinion. Were you to do so, that would mean you would be ... how to put it, thrown to the sharks? Competition in the Company is fierce, my friend, and if you withdraw from its legal protection, then we can't be responsible for what happens.""",
CMSNTextSuitedPart2_tritachyon.text,"""So, still want to sign? A fingerprint on the notification that just appeared on your TriPad would be sufficient.""",
CMSNTextWelcomePart1_tritachyon.text,"""Excellent! Let me be the first to welcome you to the Company. 

And, ah, would you mind if I added you on TriLink? I'm always looking to network with rising stars.""",
CMSNTextWelcomePart2_tritachyon.text,"""Is there anything else I can do for you now that you're a Valued Team Member?""",
CMSNTextChangeMind_tritachyon.text,"""Ah, you're shopping around to see who gives the best offer. Am I right? Sensible. A standard Tri-Tachyon NDA applies to the details we've discussed, naturally.

Anything else I can do for you today?""",
CMSNResignAskToConfirm_tritachyon.text,"""Are you sure? You'll be missing fantastic opportunities to advance your career; Tri-Tachyon rewards those who reward themselves, after all. And need I remind you there are those in the Company that might see this as a sign of... weakness.""",
CMSNResignConfirmed_tritachyon.text,"""I can see there's no changing your mind. Someone gave you a better offer, didn't they. No, don't say anything. I understand completely.

If they're paying that well, don't forget me if an opening comes up. In the meantime, I'd recommend you steer clear of Tri-Tachyon space for a while.""",
CMSNResignCancelled_tritachyon.text,"""A wise choice. Tri-Tachyon respects Valued Team Members who are willing to negotiate to maintain and, dare I say it, advance their position.""",
CMSNTextRejectHostile_persean.text,"""Is this some kind of joke? The one thing the League worlds can agree on is that you're a menace to the Sector. I will absolutely alert Combined Fleet Intelligence about this contact.""",
